id,scientific_name,common_name,image_url,attribution,taxa_url
1038656,Hydnoporia olivacea,brown-toothed crust fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/177713999/medium.jpg,"(c) psweet, some rights reserved (CC BY-SA), uploaded by psweet",https://www.inaturalist.org/taxa/1038656
130203,Hypholoma lateritium,Brick Cap,https://inaturalist-open-data.s3.amazonaws.com/photos/13072342/medium.jpeg,"(c) mycowalt, some rights reserved (CC BY-SA), uploaded by mycowalt",https://www.inaturalist.org/taxa/130203
127021,Inonotus obliquus,chaga,https://static.inaturalist.org/photos/96195428/medium.jpg,"(c) Chris Wetherbee, all rights reserved, uploaded by Chris Wetherbee",https://www.inaturalist.org/taxa/127021
1514175,Irpiciporus mollis,N/A,https://static.inaturalist.org/photos/29659816/medium.jpg,"(c) Nancy Kolkebeck, all rights reserved, uploaded by Nancy Kolkebeck",https://www.inaturalist.org/taxa/1514175
68309,Panellus stipticus,Luminescent Panellus,https://inaturalist-open-data.s3.amazonaws.com/photos/178409678/medium.jpeg,"(c) Alan Rockefeller, some rights reserved (CC BY), uploaded by Alan Rockefeller",https://www.inaturalist.org/taxa/68309
605606,Phellinus nigricans,N/A,https://static.inaturalist.org/photos/49678316/medium.jpeg,"(c) Ольга Титова, all rights reserved, uploaded by Ольга Титова",https://www.inaturalist.org/taxa/605606
52529,Phyllotopsis nidulans,Stinking Orange Oyster,https://inaturalist-open-data.s3.amazonaws.com/photos/4692/medium.jpg,"(c) Ken-ichi Ueda, some rights reserved (CC BY-NC-SA)",https://www.inaturalist.org/taxa/52529
1039875,Physisporinus crocatus,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/191949645/medium.jpeg,"(c) L Joan Heyding, some rights reserved (CC BY-NC), uploaded by L Joan Heyding",https://www.inaturalist.org/taxa/1039875
48494,Pleurotus ostreatus,Oyster Mushroom,https://inaturalist-open-data.s3.amazonaws.com/photos/166311914/medium.jpg,"(c) Federico Calledda, some rights reserved (CC BY-NC), uploaded by Federico Calledda",https://www.inaturalist.org/taxa/48494
60782,Pluteus cervinus,Deer Mushroom,https://static.inaturalist.org/photos/116658302/medium.jpeg,"(c) Clint, all rights reserved, uploaded by Clint",https://www.inaturalist.org/taxa/60782
782235,Homophron spadiceum,chestnut brittlestem,https://inaturalist-open-data.s3.amazonaws.com/photos/28809304/medium.jpg,"(c) Andrea Grossi, some rights reserved (CC BY-NC), uploaded by Andrea Grossi",https://www.inaturalist.org/taxa/782235
352268,Rosellinia subiculata,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/4133354/medium.,"(c) Christian Schwarz, some rights reserved (CC BY-NC), uploaded by Christian Schwarz",https://www.inaturalist.org/taxa/352268
130935,Rhytisma acerinum,Black Tar Spot,https://inaturalist-open-data.s3.amazonaws.com/photos/168065230/medium.jpg,"(c) Martin A. Prinz, some rights reserved (CC BY-NC), uploaded by Martin A. Prinz",https://www.inaturalist.org/taxa/130935
55927,Scleroderma citrinum,common earthball,https://inaturalist-open-data.s3.amazonaws.com/photos/1334660/medium.JPG,"(c) Jason M Crockwell, some rights reserved (CC BY-NC-ND), uploaded by Jason M Crockwell",https://www.inaturalist.org/taxa/55927
352376,Skeletocutis nivea,Hazel Bracket,https://inaturalist-open-data.s3.amazonaws.com/photos/10055233/medium.jpg,"(c) dschigel, some rights reserved (CC BY), uploaded by dschigel",https://www.inaturalist.org/taxa/352376
118096,Steccherinum ochraceum,Ochre Spreading Tooth,https://inaturalist-open-data.s3.amazonaws.com/photos/333215431/medium.jpeg,"(c) L Joan Heyding, some rights reserved (CC BY-NC), uploaded by L Joan Heyding",https://www.inaturalist.org/taxa/118096
196842,Stereum complicatum,crowded parchment,https://inaturalist-open-data.s3.amazonaws.com/photos/10935746/medium.jpg,"(c) Gordon Walker, some rights reserved (CC BY-NC), uploaded by Gordon Walker",https://www.inaturalist.org/taxa/196842
543035,Suillus weaverae,Butterball,https://inaturalist-open-data.s3.amazonaws.com/photos/114692245/medium.jpg,"(c) Nova Patch, some rights reserved (CC BY-SA), uploaded by Nova Patch",https://www.inaturalist.org/taxa/543035
116695,Trametes hirsuta,Hairy Bracket,https://inaturalist-open-data.s3.amazonaws.com/photos/113603380/medium.jpeg,"(c) Jakob Fahr, some rights reserved (CC BY-NC), uploaded by Jakob Fahr",https://www.inaturalist.org/taxa/116695
54134,Trametes versicolor,turkey-tail,https://inaturalist-open-data.s3.amazonaws.com/photos/170051685/medium.jpg,"(c) Nicole Carroll Maupin, some rights reserved (CC BY-NC), uploaded by Nicole Carroll Maupin",https://www.inaturalist.org/taxa/54134
125705,Trichaptum biforme,violet-toothed polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/412458489/medium.jpeg,"(c) Kerri McCabe, some rights reserved (CC BY-NC), uploaded by Kerri McCabe",https://www.inaturalist.org/taxa/125705
525060,Trichoderma sulphureum,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/47463035/medium.jpg,"(c) tombigelow, some rights reserved (CC BY-NC), uploaded by tombigelow",https://www.inaturalist.org/taxa/525060
384715,Vararia investiens,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/158267520/medium.jpeg,"(c) maricel patino, some rights reserved (CC BY-NC), uploaded by maricel patino",https://www.inaturalist.org/taxa/384715
352847,Xenasmatella vaga,yellow cobweb,https://inaturalist-open-data.s3.amazonaws.com/photos/13560000/medium.jpg,"(c) tombigelow, some rights reserved (CC BY-NC), uploaded by tombigelow",https://www.inaturalist.org/taxa/352847
785474,Xylodon paradoxus,split porecrust,https://inaturalist-open-data.s3.amazonaws.com/photos/12970924/medium.jpeg,"(c) Lorri Gong, some rights reserved (CC BY-NC-ND), uploaded by Lorri Gong",https://www.inaturalist.org/taxa/785474
55483,Fuligo septica,Dog Vomit Slime Mold,https://inaturalist-open-data.s3.amazonaws.com/photos/13608/medium.jpg,"(c) Compartodromo, some rights reserved (CC BY-ND)",https://www.inaturalist.org/taxa/55483
47680,Lycogala epidendrum,Wolf's Milk,https://static.inaturalist.org/photos/125576822/medium.jpg,"(c) Traci, all rights reserved, uploaded by Traci",https://www.inaturalist.org/taxa/47680
