id,scientific_name,common_name,image_url,attribution,taxa_url
128516,Mycena leaiana,orange mycena,https://inaturalist-open-data.s3.amazonaws.com/photos/5037215/medium.jpg,"(c) Josh Kielsmeier-Cook, some rights reserved (CC BY-NC-ND), uploaded by Josh Kielsmeier-Cook",https://www.inaturalist.org/taxa/128516
60782,Pluteus cervinus,Deer Mushroom,https://static.inaturalist.org/photos/116658302/medium.jpeg,"(c) Clint, all rights reserved, uploaded by Clint",https://www.inaturalist.org/taxa/60782
179045,Pseudomerulius curtisii,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/353382876/medium.jpg,"(c) Cindi Fitzgerald, some rights reserved (CC BY-NC), uploaded by Cindi Fitzgerald",https://www.inaturalist.org/taxa/179045
1113584,Radulomyces copelandii,Asian Beauty,https://inaturalist-open-data.s3.amazonaws.com/photos/2548982/medium.JPG,"(c) Fluff Berger, some rights reserved (CC BY-SA), uploaded by Fluff Berger",https://www.inaturalist.org/taxa/1113584
202417,Russula albonigra,Blackening Russula,https://inaturalist-open-data.s3.amazonaws.com/photos/12705358/medium.jpg,"(c) Christian Schwarz, some rights reserved (CC BY-NC), uploaded by Christian Schwarz",https://www.inaturalist.org/taxa/202417
629242,Russula aquosa,red swamp brittlegill,https://inaturalist-open-data.s3.amazonaws.com/photos/13066017/medium.jpeg,"(c) mycowalt, some rights reserved (CC BY-SA), uploaded by mycowalt",https://www.inaturalist.org/taxa/629242
118179,Russula brevipes,Short-stemmed Russula,https://static.inaturalist.org/photos/23537342/medium.jpg,"(c) zetapass, all rights reserved",https://www.inaturalist.org/taxa/118179
352285,Russula foetentula,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/29592616/medium.jpeg,"(c) Jared McRae, some rights reserved (CC BY-NC-SA), uploaded by Jared McRae",https://www.inaturalist.org/taxa/352285
203672,Russula silvicola,emetic russula,https://static.inaturalist.org/photos/768924/medium.jpg,"(c) naturalisttrent, all rights reserved, uploaded by naturalisttrent",https://www.inaturalist.org/taxa/203672
194432,Russula variata,Variable Russula,https://inaturalist-open-data.s3.amazonaws.com/photos/124835820/medium.jpeg,"(c) shroomydan, some rights reserved (CC BY-NC)",https://www.inaturalist.org/taxa/194432
352462,Strobilomyces strobilaceus,Old-man-of-the-woods,https://inaturalist-open-data.s3.amazonaws.com/photos/7027090/medium.jpg,"(c) Davide Puddu, some rights reserved (CC BY), uploaded by Davide Puddu",https://www.inaturalist.org/taxa/352462
154450,Tapinella atrotomentosa,Velvet-footed Tap,https://inaturalist-open-data.s3.amazonaws.com/photos/27334337/medium.jpg,"(c) Eric Smith, some rights reserved (CC BY-NC-SA)",https://www.inaturalist.org/taxa/154450
118202,Tapinella panuoides,Oyster Rollrim,https://inaturalist-open-data.s3.amazonaws.com/photos/175119141/medium.jpg,"(c) Christian Schwarz, some rights reserved (CC BY-NC), uploaded by Christian Schwarz",https://www.inaturalist.org/taxa/118202
736008,Sebacina schweinitzii,jellied false coral fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/2339656/medium.jpg,"(c) Catherine Rankovic, some rights reserved (CC BY-NC-ND)",https://www.inaturalist.org/taxa/736008
125705,Trichaptum biforme,violet-toothed polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/412458489/medium.jpeg,"(c) Kerri McCabe, some rights reserved (CC BY-NC), uploaded by Kerri McCabe",https://www.inaturalist.org/taxa/125705
525060,Trichoderma sulphureum,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/47463035/medium.jpg,"(c) tombigelow, some rights reserved (CC BY-NC), uploaded by tombigelow",https://www.inaturalist.org/taxa/525060
63489,Tylopilus felleus,Bitter Bolete,https://static.inaturalist.org/photos/87800953/medium.jpg,"(c) Ivano Marques, all rights reserved, uploaded by Ivano Marques",https://www.inaturalist.org/taxa/63489
384715,Vararia investiens,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/158267520/medium.jpeg,"(c) maricel patino, some rights reserved (CC BY-NC), uploaded by maricel patino",https://www.inaturalist.org/taxa/384715
63419,Xeromphalina kauffmanii,Cross-veined Troop Mushroom,https://inaturalist-open-data.s3.amazonaws.com/photos/4022684/medium.jpg,"(c) Eric Smith, some rights reserved (CC BY-NC-SA)",https://www.inaturalist.org/taxa/63419
179151,Hemitrichia serpula,Pretzel slime mold,https://static.inaturalist.org/photos/114409607/medium.jpeg,"(c) malvarinaturalist, all rights reserved, uploaded by malvarinaturalist",https://www.inaturalist.org/taxa/179151
47680,Lycogala epidendrum,Wolf's Milk,https://static.inaturalist.org/photos/125576822/medium.jpg,"(c) Traci, all rights reserved, uploaded by Traci",https://www.inaturalist.org/taxa/47680
