id,scientific_name,common_name,image_url,attribution,taxa_url
127510,Fomes fomentarius,Hoof Fungus,https://live.staticflickr.com/2500/4248335037_4b9d3d2247_b.jpg,https://www.flickr.com/photos/22788577@N07/,https://www.mycoquebec.org/bas.php?tag=Fomes+fomentarius&iumq=741
877361,Fomitopsis mounceae,Northern Red Belt,https://live.staticflickr.com/2868/8963063205_e4a4c92a99_b.jpg,https://www.flickr.com/photos/8195287@N05/,https://www.mycoquebec.org/bas.php?tag=Fomitopsis+mounceae&iumq=747
48473,Ganoderma applanatum,artist's bracket,https://live.staticflickr.com/65535/52362028366_e206907569_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Ganoderma+applanatum&iumq=806
63274,Ganoderma tsugae,hemlock varnish shelf,https://live.staticflickr.com/65535/7510643048_b57d8c38e8_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Ganoderma+tsugae&iumq=808
202418,Gloeoporus dichrous,bicoloured bracket,https://live.staticflickr.com/3917/15062684519_d96da59701_b.jpg,https://www.flickr.com/photos/23151213@N03/,https://www.mycoquebec.org/bas.php?tag=Gloeoporus+dichrous&iumq=834
1116537,Gyroporus borealis,Boreal Bolete,https://live.staticflickr.com/65535/52727888278_845c89684e_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Gyroporus+borealis&iumq=4084
979413,Jackrogersella cohaerens,Beechwood Woodwart,https://live.staticflickr.com/2621/3682543805_9ee28b8fc6_b.jpg,https://www.flickr.com/photos/31727756@N05/,https://www.mycoquebec.org/bas.php?tag=Annulohypoxylon+cohaerens&iumq=93
499629,Lactarius atroviridis,dark-spotted milkcap,https://live.staticflickr.com/8126/8648578933_4ae2dfb004_b.jpg,https://www.flickr.com/photos/94929838@N05/,https://www.mycoquebec.org/bas.php?tag=Lactarius+atroviridis&iumq=2962
125689,Lactarius camphoratus,Curry Milkcap,https://live.staticflickr.com/65535/52010823578_c6c2a39c2f_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Lactarius+camphoratus&iumq=1284
351319,Lactifluus gerardii,Gerald’s milksop,https://live.staticflickr.com/65535/8088645942_fae7012d96_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Lactifluus+gerardii&iumq=1298
351324,Lactifluus vellereus,Fleecy Milkcap,https://live.staticflickr.com/3208/2840393202_7661eccdeb_b.jpg,https://www.flickr.com/photos/21189203@N05/,https://www.mycoquebec.org/bas.php?tag=Lactifluus+vellereus&iumq=1352
63100,Marasmius rotula,collared parachute,https://live.staticflickr.com/65535/14741299913_72c183e405_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Marasmius+rotula&iumq=1551
488500,Megacollybia rodmanii,Eastern American Platterful Mushroom,https://live.staticflickr.com/65535/14407473732_e12b2d62e1_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Megacollybia+rodmanii&iumq=1556
128516,Mycena leaiana,orange mycena,https://live.staticflickr.com/65535/14239896970_6049fa57af_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Mycena+leaiana&iumq=1640
60782,Pluteus cervinus,Deer Mushroom,https://live.staticflickr.com/4244/34338185413_184dabb768_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Pluteus+cervinus&iumq=1922
179045,Pseudomerulius curtisii,Curtis’s dry rot,https://live.staticflickr.com/2356/2200868488_1fcd35428b_b.jpg,https://www.flickr.com/photos/21189203@N05/,https://www.mycoquebec.org/bas.php?tag=Pseudomerulius+curtisii&iumq=2064
1113584,Radulomyces copelandii,Asian Beauty,https://live.staticflickr.com/65535/52327188700_fc95719c27_b.jpg,https://www.flickr.com/photos/193367028@N07/,https://www.mycoquebec.org/bas.php?tag=Radulomyces+copelandii&iumq=4032
202417,Russula albonigra,Blackening Russula,https://live.staticflickr.com/65535/53976327492_2fef7823c3_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Russula+albonigra&iumq=2176
629242,Russula aquosa,red swamp brittlegill,https://live.staticflickr.com/65535/52568080253_e6fc5cacb5_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Russula+aquosa&iumq=4165
118179,Russula brevipes,Short-stemmed Russula,https://live.staticflickr.com/65535/52568529018_6838e028ab_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Russula+brevipes1&iumq=2195
352285,Russula foetentula,N/A,https://live.staticflickr.com/8530/8594478553_cbb105a144_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Russula+IUMQ2231&iumq=2231
203672,Russula silvicola,emetic russula,https://live.staticflickr.com/65535/45537419035_23ff840a2e_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Russula+silvicola&iumq=2295
194432,Russula variata,Variable Russula,https://live.staticflickr.com/65535/14478867410_25ac0b9987_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Russula+variata&iumq=2309
352462,Strobilomyces strobilaceus,Old-man-of-the-woods,https://live.staticflickr.com/65535/2158620653_700ea4f3ab_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Strobilomyces+floccopus&iumq=2410
154450,Tapinella atrotomentosa,Velvet-footed Tap,https://live.staticflickr.com/65535/14470739418_47e79b8824_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Tapinella+atrotomentosa&iumq=2453
118202,Tapinella panuoides,Oyster Rollrim,https://live.staticflickr.com/65535/2184089342_40e0a67ab6_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Tapinella+panuoides&iumq=2454
736008,Sebacina schweinitzii,jellied false coral fungus,https://live.staticflickr.com/65535/9504625243_7768bc8964_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Sebacina+schweinitzii&iumq=2494
125705,Trichaptum biforme,violet-toothed polypore,https://live.staticflickr.com/65535/4083946959_6e675c59ff_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Trichaptum+biforme&iumq=2498
525060,Trichoderma sulphureum,N/A,https://live.staticflickr.com/6058/6217494000_81e1842679_b.jpg,https://www.flickr.com/photos/23151213@N03/,https://www.mycoquebec.org/bas.php?tag=Trichoderma+sulphureum&iumq=1087
63489,Tylopilus felleus,Bitter Bolete,https://live.staticflickr.com/65535/51142100371_814fd7b35f_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Tylopilus+felleus&iumq=2577
384715,Vararia investiens,N/A,https://live.staticflickr.com/65535/53080397133_c8462bf186_b.jpg,https://www.flickr.com/photos/193367028@N07/,https://www.mycoquebec.org/bas.php?tag=Vararia+investiens&iumq=2820
63419,Xeromphalina kauffmanii,Cross-veined Troop Mushroom,https://live.staticflickr.com/65535/52730929303_b0043facea_b.jpg,https://www.flickr.com/photos/76117031@N00/,https://www.mycoquebec.org/bas.php?tag=Xeromphalina+kauffmanii&iumq=2623
179151,Hemitrichia serpula,Pretzel slime mold,https://live.staticflickr.com/2581/4040093232_a45e213799_b.jpg,https://www.flickr.com/photos/27657075@N07/,https://www.mycoquebec.org/bas.php?tag=Hemitrichia+serpula&iumq=947
47680,Lycogala epidendrum,Wolf's Milk,https://live.staticflickr.com/65535/50950848321_643478de65_b.jpg,https://www.flickr.com/photos/14486802@N02/,https://www.mycoquebec.org/bas.php?tag=Lycogala+epidendrum&iumq=1499
